Sara Loren	Living people, Pakistani movie actors
Katie Boyle	1926 births, 2018 deaths, British television presenters, British movie actors, British television personalities, Italian movie actors, People from Florence
Sudan (rhinoceros)	1973 births, 2018 deaths, Deaths by euthanasia, Individual animals
Hasan Celal Güzel	1945 births, 2018 deaths, Turkish writers, Turkish politicians, Turkish journalists
Barkat Gourad Hamadou	1930 births, 2018 deaths, Deaths from cardiovascular disease, Prime ministers, Djiboutian politicians, Cardiovascular disease deaths in France
Franz Pacher	1919 births, 2018 deaths, Austrian people, Engineers
Robert Langlands	Wolf Prize winners, Abel Prize winners, 1936 births, Living people, Naturalized citizens of the United States, Canadian scientists, American mathematicians, People from British Columbia
David Benton	1957 births, British people
Christ Church F.C.	1874 establishments in England, 1877 disestablishments, 1870s disestablishments in the United Kingdom, Disestablishments in England
Fort Rosalie	1716 establishments in the Thirteen Colonies
Ivan Silayev	1930 births, Living people, Heads of government of the Soviet Union, Russian engineers, Ambassadors of Russia, Soviet politicians, Recipients of the Order of Lenin
Mary L. Good	1931 births, 2019 deaths, American chemists, Female scientists, United States Secretaries of Commerce, Politicians from Arkansas, Scientists from Arkansas, Politicians from Fort Worth, Texas, People from Little Rock, Arkansas, Scientists from Texas
Arden L. Bement Jr.	1932 births, Living people, Engineers from Pennsylvania, Scientists from Philadelphia, Pennsylvania
Rita R. Colwell	1934 births, Living people, American biologists, American environmentalists, Scientists from Massachusetts
Brown's School of Business	1897 establishments in the United States, 1890s establishments in Colorado, 1918 disestablishments, 1910s disestablishments in the United States
Anton Ažbe	1862 births, 1905 deaths, Painters, Slovenian people
Blair's Business College	1918 establishments in the United States, 20th-century establishments in Colorado, 1981 disestablishments in the United States
Blair Junior College	1981 establishments in the United States, 1980s establishments in Colorado, 1996 disestablishments in the United States
Minneapolis Lakers	1947 establishments in the United States, 1940s establishments in Minnesota, 1960 disestablishments in the United States, 20th-century disestablishments in Minnesota
Syracuse Nationals	1946 establishments in the United States, 1940s establishments in New York (state), 1963 disestablishments in the United States, 1960s disestablishments in New York (state)
Buffalo Braves	1970 establishments in New York (state), 1978 disestablishments in the United States, 1970s disestablishments in New York (state)
San Diego Clippers	1978 establishments in California, 1984 disestablishments in the United States, 1980s disestablishments in California
San Diego Rockets	1967 establishments in California, 1971 disestablishments in the United States, 1970s disestablishments in California
Pattypan squash	Cucurbitaceae, Vegetables
Stormy Daniels	1979 births, Living people, Actors from Louisiana, American erotic dancers, American pornographic actors, American screenwriters, Donald Trump, Trump family, People from Baton Rouge, Louisiana, Writers from Louisiana
Fortnite Battle Royale	2017 video games, IOS games, Windows games, PlayStation 4 games, Xbox One games, Nintendo Switch games, Android (operating system) games
Naagin 2	Indian television series, 2016 Indian television series debuts
B. R. Ambedkar	1891 births, 1956 deaths, Buddhists, Indian politicians, Indian revolutionaries, Nonviolence advocates, Indian scientists, Indian writers, B. R. Ambedkar, Asian anthropologists, Jurists, Indian lawyers, Indian economists, Indian educators, Indian philanthropists, Editors, Humanitarians‎, Philosophers
Jacqueline Scott	1932 births, 2020 deaths, American movie actors, American television actors, American stage actors, Actors from Missouri
Jules Sedney	1922 births, 2020 deaths, Prime Ministers of Suriname
Jean Michel Larrasket	1950 births, 2018 deaths, French academics, French engineers, Writers from Paris
Martín Vizcarra	1963 births, Living people, Presidents of Peru, Peruvian engineers, People from Lima
Bandar bin Khalid Al Saud	1965 births, Saudi Arabian people, Royalty
Anna-Lisa	1933 births, 2018 deaths, Naturalized citizens of the United States, Norwegian movie actors, Norwegian television actors, Norwegian stage actors, American movie actors, American television actors, American stage actors, Actors from Oslo
Cindy Hyde-Smith	1959 births, Living people, United States senators from Mississippi, US Republican Party politicians, 21st-century American politicians
2016 World Series	Major League Baseball World Series, 2016 in sports, Chicago Cubs, Cleveland Indians, 2016 in Chicago, 2010s in Ohio, 2010s in Illinois, 21st century in Cleveland, Ohio
Mucho Barato	1997 albums
Turan (mythology)	Etruscan gods and goddesses
Laran	Etruscan gods and goddesses
Hunter × Hunter	Manga series, 1998 establishments in Japan, 1998 manga
American Birth Control League	1921 establishments in the United States, 1942 disestablishments in the United States
Neko Atsume	2014 video games
Hercle	Etruscan mythology
Julie Johnson	1991 births, Living people, Writers from Massachusetts, Writers from Boston, Massachusetts, Romance novels
Jeongye Daewongun	1785 births, 1841 deaths, Korean people, Princes and princesses
Gurjara-Pratihara	Gurjara-Pratihara Dynasty
Fortnite	2017 video games, Windows games, MacOS games, Nintendo Switch games, PlayStation 4 games, Xbox One games
Tydeus	People in Greek mythology
4G	Telecommunications, Mobile phones
Oeneus	People in Greek mythology
Nagabhata I	 Pratihara Dynasty
Kakustha (Gurjara-Pratihara dynasty)	Gurjara-Pratihara Dynasty
Cadmus	People in Greek mythology
Marysville, Ohio	Cities in Ohio, County seats in Ohio
Union County, Ohio	1820s establishments in Ohio, 1820 establishments in the United States, Ohio counties
Buffalo Bisons	Sports in Buffalo, New York, 1946 establishments in the United States, 1940s establishments in New York (state), 1946 disestablishments, 1940s disestablishments in the United States, 20th-century disestablishments in New York (state)
Tri-Cities Blackhawks	Sports in Illinois, 1946 establishments in the United States, 1940s establishments in Illinois, 1951 disestablishments, 1950s disestablishments in the United States, 20th-century disestablishments in Illinois
New Jersey Americans	Sports in New Jersey, 1967 establishments in the United States, 1960s establishments in New Jersey, 1968 disestablishments
New York Nets	Sports in New York, 1968 establishments in New York (state), 1977 disestablishments in the United States, 1970s disestablishments in New York (state)
Imam at-Tirmizi	Muslims, History of Islam, Hadith scholars
Bimetal	Metals
Ismenian Dragon	Greek legendary creatures
Eastern Collegiate Basketball League	1976 establishments in the United States, 1977 disestablishments in the United States
Eastern Athletic Association	1977 establishments in the United States, 1982 disestablishments in the United States
ECAC South Basketball League	1979 establishments in the United States, 1985 disestablishments in the United States, Colonial Athletic Association
Ho Kan	1932 births, Chinese painters, People from Nanjing
Trans America Athletic Conference	Atlantic Sun Conference, 1978 establishments in the United States, 2001 disestablishments in the United States
ASUN Conference	Atlantic Sun Conference, 2016 establishments in the United States
University of Detroit	Colleges and universities in Michigan, 1877 establishments in the United States, 1870s establishments in Michigan, 1990 disestablishments in the United States, 20th-century disestablishments in Michigan
Mercy College of Detroit	Colleges and universities in Michigan, 1941 establishments in the United States, 20th-century establishments in Michigan, 1990 disestablishments in the United States, 20th-century disestablishments in Michigan
Association of Mid-Continent Universities	1982 establishments in the United States, 1989 disestablishments in the United States
Mid-Continent Conference	1989 establishments in the United States, 2007 disestablishments in the United States, The Summit League
Genoa C.A.C.	1893 establishments in Italy, 1898 disestablishments, 19th century disestablishments in Italy, 1890s disestablishments in Europe
Genoa 1893	1928 establishments in Europe, 1920s establishments in Italy, 1945 disestablishments in Italy
Rolf Leeser	1929 births, 2018 deaths, Dutch artists, Dutch footballers, Dutch Jews, Fashion designers, German Jews, Jewish artists, Jewish sportspeople, Naturalised citizens of the Netherlands, Refugees from Nazism, Sportspeople from Essen
FC Novara	Italian football clubs, 1908 establishments in Italy, 1934 disestablishments in Europe, 1930s disestablishments in Italy
Mahipala I	940s deaths, Gurjara-Pratihara Dynasty
AC Novara	Italian football clubs, 1934 establishments in Europe, 1930s establishments in Italy, 1975 disestablishments in Italy, 1977 establishments in Europe, 1970s establishments in Italy, 1981 disestablishments, 1980s disestablishments in Italy
René Houseman	1953 births, 2018 deaths, Deaths from tongue cancer, Argentine footballers
AC Perugia	Italian football clubs, 1905 establishments in Italy, 2005 disestablishments in Italy
A.S.D. Perugia Calcio	Italian football clubs, 2010 establishments in Europe, 2010s establishments in Italy
Pro Patria et Libertate	Italian football clubs, 1919 establishments in Italy, 1995 disestablishments in Europe, 1990s disestablishments in Italy
Jan Kantůrek	1948 births, 2018 deaths, Deaths from thrombosis, Deaths from diabetes, Czech people, Translators, Czech writers
