William Dampier	1651 births, 1715 deaths, English explorers, People from Somerset
Valery Bolotov	1970 births, 2017 deaths, Heads of state, Ukrainian military people, Ukrainian politicians
Northeast Italy	Geography of Italy
Oy-Mittelberg	Oberallgäu
Painted lady	Nymphalidae
Bob Fosse	American dancers, Tony Award winners, 1927 births, 1987 deaths, Actors from Chicago, American choreographers
Dylan McDermott	Actors from Connecticut, Golden Globe Award winning actors, 1961 births, Living people, American movie actors, American television actors, American voice actors, American stage actors, People from Waterbury, Connecticut
Cupbearer	Occupations
Liao dynasty	Chinese dynasties
Luciano Ravaglia	1923 births, 2017 deaths, Italian scientists, Italian engineers
Rayville, Louisiana	Towns in Louisiana, Parish seats in Louisiana
Time in Iran	Time by country, Iran
Čelinac	Settlements in Bosnia and Herzegovina
Northwest Italy	Geography of Italy
Kevin Geer	1952 births, 2017 deaths, Actors from Nevada, American movie actors, American stage actors, American television actors, Cardiovascular disease deaths in New York City, Deaths from myocardial infarction
Heng Freylinger	1926 births, 2017 deaths, Luxembourgian sportspeople, Olympians, Wrestlers
Bob Holiday	1932 births, 2017 deaths, Actors from Brooklyn, American stage actors
Gisella Sofio	1931 births, 2017 deaths, Actors from Milan, Italian movie actors, Italian television actors, Italian stage actors
Bill Fischer (American football)	1927 births, 2017 deaths, American football offensive guards, American football offensive tackles, Arizona Cardinals players, Sportspeople from Chicago
Alexander Tikhanovich	1952 births, 2017 deaths, People from Minsk, Pop singers, Soviet singers
Rettenberg	Oberallgäu
Sonthofen	Oberallgäu
Lennart Nilsson	1922 births, 2017 deaths, Swedish photographers
Sulzberg, Oberallgäu	Oberallgäu
Lauda Air Flight 004	Aviation disasters in the 1990s, May events, 1991 in Asia
Geoff Nicholls	1948 births, 2017 deaths, Cancer deaths in England, Deaths from lung cancer, English rock musicians, Heavy metal musicians, Keyboardists, Musicians from Birmingham
Insular Italy	Geography of Italy
Lucia Bosè	1931 births, 2020 deaths, Actors from Milan, Beauty pageant winners, Deaths from the COVID-19 pandemic in Spain, Deaths from pneumonia, Italian models, Italian movie actors, Italian television actors
Many Clouds	2007 births, 2017 deaths, Thoroughbred racehorses
Wim Anderiesen Jr.	1931 births, 2017 deaths, Dutch footballers, Sportspeople from Amsterdam
Smith & Wesson	Firearms, Springfield, Massachusetts, Companies based in Massachusetts, 1852 establishments in the United States, 19th-century establishments in Massachusetts
Ni Yulan	Women who received the International Women of Courage Award, Living people, Chinese people, Lawyers, 1960 births
Tirso (river)	Sardinia, Rivers of Italy
Theo Brokmann Jr.	1922 births, Living people, Dutch footballers, Sportspeople from Amsterdam
Michael Tönnies	1959 births, 2017 deaths, German footballers, Sportspeople from Essen
Piet Ouderland	1933 births, 2017 deaths, Dutch basketball players, Dutch footballers, Sportspeople from Amsterdam
Henry-Louis de La Grange	1924 births, 2017 deaths, Deaths from pneumonia, Musicologists, French music critics, Writers from Paris
Christopher Bland	1938 births, 2017 deaths, BBC, British businesspeople, British politicians, Cancer deaths in England, Deaths from prostate cancer
Number One Observatory Circle	Buildings and structures in Washington, D.C., Vice Presidents of the United States
Waltenhofen	Oberallgäu
Weitnau	Oberallgäu
Kaniyan Pungundranar	Tamil people
Andreas Sparman	Swedish writers, Swedish physicians, 1609 births, 1658 deaths
Elkin Ramírez	1962 births, 2017 deaths, Colombian singers, Deaths from brain cancer, Rock singers, Singer-songwriters
Walt Streuli	1935 births, 2017 deaths, Detroit Tigers players, Sportspeople from Memphis, Tennessee
R-dropping	Pronunciation, Linguistics
Jamshid Giunashvili	1931 births, 2017 deaths, Scientists from Georgia (country), Linguists, Ambassadors, People from Tehran
Brunhilde Pomsel	1911 births, 2017 deaths, German centenarians, People from Berlin
Anne-Marie Colchen	1925 births, 2017 deaths, French sportspeople
Sachet d'épices	Cooking methods
Laurie Salas	1922 births, 2017 deaths, Human rights activists, People from Wellington
Atanas Kirov	1946 births, 2017 deaths, Deaths from myocardial infarction, Bulgarian sportspeople
Fine Air Flight 101	1997 in the United States, Aviation disasters in the 1990s, Aviation disasters in the United States, August events, 1990s in Florida, History of Miami, Florida
Zakia Soman	Activists, Living people, Indian activists, Year of birth missing (living people)
Howard Frank Mosher	1942 births, 2017 deaths, Deaths from prostate cancer, American educators, Writers from New York, Writers from Vermont
Stuart Timmons	1957 births, 2017 deaths, American historians, American journalists, American LGBT rights activists, Deaths from cardiac arrest, Gay men, LGBT journalists, LGBT people from Los Angeles, California, Writers from Minneapolis, Minnesota, Writers from Los Angeles, California
Ion Ungureanu	1935 births, 2017 deaths, Moldovan politicians, Moldovan people, Movie actors
Rocket League	2015 video games, Sports video games, Windows games, PlayStation 4 games, Xbox One games
Psyonix	2000 establishments in the United States, Video game companies
Darryl Sutton	1952 births, 2017 deaths, Australian rules footballers, Deaths from pneumonia, Infectious disease deaths in Australia, People from Tasmania
Richard Portman	1934 births, 2017 deaths, Academy Award winners, Accidental deaths from falls in the United States, Engineers from California, People from Los Angeles, California
Arthur H. Rosenfeld	1926 births, 2017 deaths, American physicists, Deaths from pneumonia, Infectious disease deaths in California, Scientists from Birmingham, Alabama
Impasto	Painting
Azerbaijan Volleyball Federation	1991 establishments, Volleyball, Sport in Azerbaijan, 1990s establishments in Azerbaijan
Iraqi Airways	Airlines of the Middle East, 1946 establishments in Asia, 20th century establishments in Iraq
Tokitenkū Yoshiaki	1979 births, 2017 deaths, Deaths from lymphoma, Disease-related deaths in Japan, Mongolian people, Sport in Mongolia, Sumo wrestlers
Leonard H. Perroots	2017 deaths, 1933 births, American generals, Disease-related deaths in the United States, United States Air Force, People from West Virginia
Deaths in February 2017	2017 deaths, February 2017 events
Thomas Joseph Simpson	1921 births, 2017 deaths, Canadian military personnel of World War II, People from Ontario
Masaya Nakamura (Namco)	1925 births, 2017 deaths, Businesspeople from Tokyo, Japanese movie producers, Namco
Erland Kolding Nielsen	1947 births, 2017 deaths, Danish academics
Sambre	Rivers of France, Rivers of Belgium, Hauts-de-France, Wallonia, Hainaut (province), Namur (province), Charleroi
Elizabeth Báthory	1560 births, 1614 deaths, Hungarian people, Prisoners sentenced to life imprisonment, Royalty and nobility, Serial killers
Charles Michel	1975 births, Living people, Alderman of Belgium, Belgian lawyers, Belgian mayors, Government ministers of Belgium, Mouvement réformateur (Belgium) politicians, People from Namur, Presidents of the European Council, Prime Ministers of Belgium, Walloon politicians
Louis d'Orléans, Prince of Condé	1845 births, 1866 deaths, House of Orléans
Dana Air Flight 992	2012 disasters, 2010s in Nigeria, Aviation disasters in the 2010s, July events, Lagos, Transport in Nigeria
Bocas del Toro Province	Provinces of Panama
Marta Becket	1924 births, 2017 deaths, Deaths from congestive heart failure, American dancers, American painters, American choreographers, Entertainers from New York City
James S. C. Chao	1927 births, Living people, Naturalized citizens of the United States, Chinese businesspeople, Businesspeople from New York City, American philanthropists, People from Shanghai
John Wetton	1949 births, 2017 deaths, Deaths from colorectal cancer, Cancer deaths in England, British singer-songwriters, British bass guitarists, British keyboardists, People from Derbyshire
Philip M. Bilden	1964 births, Living people, Businesspeople from Indiana, American philanthropists, American activists
James Comey	1960 births, Living people, American lawyers, Directors of the Federal Bureau of Investigation, Independent politicians in the United States, Politicians from New York, United States Deputy Attorneys General
E. Ahamed	1938 births, 2017 deaths, Deaths from cardiac arrest, Indian politicians, Civil servants, People from Kerala
Filostrato (poem)	Epic poems
Concha Ibáñez	1926 births, Living people, Spanish painters, Spanish writers
Etel Adnan	1924 births, Living people, Naturalized citizens of the United States, Lebanese poets, American feminist writers, American poets, American artists, Lesbian feminists, LGBT writers, LGBT people from California, Writers from California
Grethe Bartram	1924 births, 2017 deaths, Danish people, World War II people, Communists
Neil Gorsuch	1967 births, Living people, American judges, United States Supreme Court justices, Politicians from Denver, Colorado, US Republican Party politicians
Frank Pellegrino (actor)	1944 births, 2017 deaths, Actors from Manhattan, American movie actors, American television actors, Cancer deaths in New York City, Deaths from lung cancer, Restaurateurs, Writers from Manhattan
David Burhani	1990 births, 2017 deaths, African footballers, Tanzanian people
Side chain	Organic chemistry
John N. Mather	1942 births, 2017 deaths, American mathematicians, Harvard University alumni, People from Los Angeles, California, Princeton University alumni
Bharati Mukherjee	1940 births, 2017 deaths, Deaths from cardiomyopathy, American educators, American writers, Cardiovascular disease deaths in New York City, People from Kolkata
Eli Zelkha	1950 births, 2017 deaths, Businesspeople from California, Iranian Jews, Jewish American academics, Jewish businesspeople, Naturalized citizens of the United States, People from Tehran, Stanford University alumni
Tabor	Percussion instruments
Queenstown, New Zealand	Cities in New Zealand
Sandy Gandhi	1958 births, 2017 deaths, Australian comedians, Columnists, People from New Delhi, Writers from New South Wales, Writers from Victoria (Australia)
Deke Leonard	1944 births, 2017 deaths, British rock guitarists, Welsh rock musicians
Rhondda	Geography of Wales
Porth	Villages in Wales
Cymmer, Rhondda Cynon Taf	Villages in Wales
Ynyshir	Villages in Wales
Trealaw	Villages in Wales
Klootschieten	Sport in Europe
German Americans	Ethnic groups in the United States
Étienne Tshisekedi	1932 births, 2017 deaths, African politicians, Deaths from pulmonary embolism, Disease-related deaths in Belgium, Prime Ministers of the Democratic Republic of the Congo
Paul-Eerik Rummo	Poets, 1942 births, Living people, Estonian people
Dan Spiegle	1920 births, 2017 deaths, American comics artists, American cartoonists, People from Washington
Guitar Gable	1937 births, 2017 deaths, American singer-songwriters, American blues musicians, American pop musicians, American pop singers, American guitarists, Singers from Louisiana, Writers from Louisiana, Musicians from Louisiana
Aleksander Jackowski	1920 births, 2017 deaths, Polish writers, European anthropologists, Polish historians, Critics, Polish educators, People from Warsaw
Air France Flight 358	Aviation, Ontario, Disasters in Canada, 2005 in Canada
Bobby Freeman	1940 births, 2017 deaths, American singer-songwriters, American soul musicians, American R&B musicians, American R&B singers, Singers from California, Musicians from San Francisco, Writers from San Francisco, People from Richmond, California
Marcel Prud'homme	1934 births, 2017 deaths, Deaths from myocardial infarction, Politicians from Montreal
Desmond Carrington	1926 births, 2017 deaths, Deaths from Alzheimer's disease, British television actors, British radio actors, British stage actors, British radio personalities, Actors from Kent
Ken Morrison	1931 births, 2017 deaths, English businesspeople, People from Yorkshire
Abdulkadir Kure	1956 births, 2017 deaths, Disease-related deaths in Germany, Governors, Nigerian politicians
José Antonio Alonso	1960 births, 2017 deaths, Cancer deaths in Spain, Deaths from lung cancer, Government ministers, Spanish judges, Socialist politicians, Spanish politicians, Spanish socialists
