Naohiro Takahara	1979 births, Living people, Footballers from Shizuoka Prefecture, Japan international footballers, J1 League players, J2 League players, J3 League players, Júbilo Iwata players, Urawa Red Diamonds players, Shimizu S-Pulse players, Tokyo Verdy players, SC Sagamihara players, 2006 FIFA World Cup players, 2003 FIFA Confederations Cup players, Footballers at the 2000 Summer Olympics, 2000 AFC Asian Cup players, AFC Asian Cup-winning players
Yoshiteru Yamashita	1977 births, Living people, Footballers from Fukuoka Prefecture, Japan international footballers, J1 League players, J2 League players, Avispa Fukuoka players, Vegalta Sendai players, Kashiwa Reysol players, Omiya Ardija players, Tochigi SC players, FC Ryukyu players, 2001 FIFA Confederations Cup players
Isao Homma	1981 births, Living people, Footballers from Niigata Prefecture, Albirex Niigata players
Hiroshi Fukushima	1982 births, Living people, Footballers from Aichi Prefecture
Kim Byung-ji	1970 births, Living people, South Korean association football goalkeepers
Koji Yamase	1981 births, Living people, Footballers from Hokkaidō Prefecture, Japan international footballers, J1 League players, J2 League players, Hokkaido Consadole Sapporo players, Urawa Red Diamonds players, Yokohama F. Marinos players, Kawasaki Frontale players, Kyoto Sanga FC players, Avispa Fukuoka players, Ehime FC players
Scottish Parliament	Politics of Scotland, Scottish Parliament
Joseph Banks Rhine	Parapsychologists, 1895 births, 1980 deaths, American botanists
Joule's laws	Thermodynamics, Electricity
Pinnacle Point Man	Hominins
Sticky	Basic English 850 words
Bloc Party (EP)	2004 albums, Bloc Party albums
Helicopter (song)	Bloc Party songs, 2004 songs
Pioneers (song)	Bloc Party songs, 2005 songs
Courland	Latvia
Bivona	Towns in Italy, Settlements in Sicily
Katonah, New York	Hamlets in New York, Census-designated places in New York (state)
Matt Smith (actor)	1982 births, Living people, English movie actors, English stage actors, English television actors, Entertainers from Northamptonshire, People from Northampton
Internet leak	Crime, Internet, Intellectual property law
Alec Baldwin	1958 births, Actors from New York, American activists, American movie actors, American Roman Catholics, American stage actors, American television actors, American voice actors, HuffPost writers and columnists, Living people, Screen Actors Guild Award winners
Thylacinus potens	Dasyuromorphia, Marsupials of Australia
Naoki Chiba	1977 births, Living people, Footballers from Miyagi Prefecture
Daijiro Takakuwa	1973 births, Living people, Footballers from Tokyo Prefecture, Japan international footballers, J1 League players, J2 League players, Yokohama F. Marinos players, Kashima Antlers players, Tokyo Verdy players, Vegalta Sendai players, Tokushima Vortis players, 2000 AFC Asian Cup players, AFC Asian Cup-winning players
Toshiya Ishii	1978 births, Living people, Footballers from Shizuoka Prefecture
Toshiyuki Abe	1974 births, Living people, Footballers from Saitama Prefecture
Yasushi Fukunaga	1973 births, Living people, Footballers from Tokyo Prefecture
Teruo Iwamoto	1972 births, Living people, Footballers from Kanagawa Prefecture, Japan international footballers, J1 League players, J2 League players, Japan Soccer League players, Shonan Bellmare players, Kyoto Sanga FC players, Kawasaki Frontale players, Tokyo Verdy players, Vegalta Sendai players, Nagoya Grampus players
Web services	Internet
Johannes Fibiger	1867 births, 1928 deaths, Danish scientists, Danish Nobel Prize winners
Julius Wagner-Jauregg	1857 births, 1940 deaths, Austrian scientists, Austrian Nobel Prize winners, Austrian physicians
Pricing	Microeconomics
OEM	Manufacturing, Software
Pubis (bone)	Bones
Kingdom of Poland (1917-1918)	Former countries in Europe, Puppet states
Brown tree snake	Colubrids, Reptiles of Australia
Flogging	Punishments
History of Curitiba	History of South America, Curitiba
Cosmopolitan	Political geography
Coimbra	Cities in Portugal, Municipalities of Portugal
Corrientes	Cities in Argentina, Capitals of Argentine provinces
Emerald ash borer	Polyphaga, Pests
Ratite	Ratites, Flightless birds, Struthioniformes
New Britain	New Britain, Geography of Papua New Guinea
Gosford	Cities in New South Wales
Airlie Beach, Queensland	Islands of Australia
Agama	Lizards
Hurricane Luis	1995 Atlantic hurricane season, Category 4 Atlantic hurricanes, 1990s in Bermuda, 1990s in Canada, 1995 in the United States
Mossman, Queensland	Towns in Queensland
Satoshi Tsunami	1961 births, Living people, Footballers from Tokyo Prefecture, Japan international footballers, Japanese football managers, J1 League players, Japan Soccer League players, Tokyo Verdy players, Avispa Fukuoka players, Shonan Bellmare players, 1995 King Fahd Cup players, 1992 AFC Asian Cup players, AFC Asian Cup-winning players
Ryuji Kawai	1978 births, Living people, Footballers from Tokyo Prefecture
Kiyotaka Matsui	1961 births, Living people, Footballers from Osaka Prefecture, Japan international footballers, J1 League players, Japan Soccer League players, NKK SC players, Shimizu S-Pulse players
Ryūji Bando	1979 births, Living people, Footballers from Hyōgo Prefecture, Japan international footballers, J1 League players, J2 League players, J3 League players, Gamba Osaka players, Hokkaido Consadole Sapporo players, Vissel Kobe players, Cerezo Osaka players, Sagan Tosu players, Omiya Ardija players, FC Ryukyu players
Yasutoshi Miura	1965 births, Living people, Footballers from Shizuoka Prefecture, Japan international footballers, Japanese football managers, J1 League players, Japan Soccer League players, Tokyo Verdy players, Shimizu S-Pulse players, Avispa Fukuoka players, Vissel Kobe players
Wim Jansen	1946 births, Living people, Dutch footballers, Dutch football managers, Sportspeople from Rotterdam
Yuji Nakazawa	1978 births, Living people, Footballers from Saitama Prefecture, Japan international footballers, J1 League players, Tokyo Verdy players, Yokohama F. Marinos players, 2006 FIFA World Cup players, 2010 FIFA World Cup players, Footballers at the 2000 Summer Olympics, 2000 AFC Asian Cup players, AFC Asian Cup-winning players
A.S. Roma	Italian football clubs, 1927 establishments in Europe
Spezia Calcio	1900s establishments in Italy, 1906 establishments in Europe, Italian football clubs
Cagliari Calcio	Italian football clubs, 1920 establishments in Italy
Hellas Verona F.C.	Italian football clubs, 1903 establishments in Europe, 1900s establishments in Italy
U.C. Sampdoria	Italian football clubs, Genoa, 1946 establishments in Italy
Microsoft Office 2010	Office suites, Microsoft software, Microsoft Office
Rudolf II, Holy Roman Emperor	Holy Roman Emperors, 1552 births, 1612 deaths
Christine Anu	1970 births, Living people, Actors from Queensland, Australian pop musicians, Australian singers, Australian television actors, Indigenous Australian musicians, Musicians from Queensland, People from Cairns, Queensland
Commonwealth Scientific and Industrial Research Organisation	Government agencies of Australia, 1926 establishments, 1920s establishments in Australia
Mission Beach, Queensland	Towns in Queensland
John Gould	1804 births, 1881 deaths, British zoologists, British biologists, British geologists, British illustrators, British naturalists, British ornithologists, Fellows of the Royal Society, People from Dorset
Philatelic materials	Philately
Postage meter	Postal service
Kiloware	Philately
Bent	Basic English 850 words
Candidiasis	Dermatology, Fungal diseases
Graphics processing unit	Computer hardware, Computer graphics
1970 Atlantic hurricane season	Atlantic hurricane seasons, 1970
Orange Bowl	College football
Gary Karr	1941 births, Classical double bassists, Living people
1996 Atlantic hurricane season	Atlantic hurricane seasons, 1996
Nilotic peoples	Ethnic groups in Africa
Roman Patkoló	1982 births, Living people, Classical double bassists
Healesville Sanctuary	Zoos in Australia, Buildings and structures in Victoria, Australia, 1921 establishments, 1920s establishments in Australia
Tropical Storm Barry (2007)	2007 Atlantic hurricane season, Atlantic tropical storms, Hurricanes in the United States, 2007 in New Jersey, 21st century in El Salvador, 2000s in Cuba, 2007 in Florida, 2007 in Georgia (U.S. state), 2000s in South Carolina, 2000s in North Carolina, 2000s in Virginia, 2000s in Maryland, History of Delaware, 2000s in Pennsylvania, 2000s in New York (state), 2000s in Connecticut, 2007 in Massachusetts, 2000s in Rhode Island, History of New Hampshire, June events
2009 Atlantic hurricane season	2009 Atlantic hurricane season
Tropical Depression Seven (2003)	2003 Atlantic hurricane season, 2003 in Florida, Hurricanes in the United States, Tropical depressions
Mark Donaldson	1979 births, Living people, Victoria Cross winners, Australian military people, People from New South Wales
Greater Curitiba	Metropolitan areas of Brazil, Curitiba, 1973 establishments, 1970s establishments in Brazil
Kero Kero Keroppi	Fictional characters
Air Jordan	Basketball, Footwear
Tatsuya Ishikawa	1979 births, Living people, Footballers from Shizuoka Prefecture
Go Oiwa	1972 births, Living people, Footballers from Shizuoka Prefecture, Japan international footballers, Japanese football managers, J1 League players, Nagoya Grampus players, Júbilo Iwata players, Kashima Antlers players
Adrian Ilie	1974 births, Living people, Romanian footballers
Takafumi Ogura	1973 births, Living people, Footballers from Mie Prefecture, Japan international footballers, J1 League players, J2 League players, Nagoya Grampus players, JEF United Chiba players, Tokyo Verdy players, Hokkaido Consadole Sapporo players, Ventforet Kofu players
Émerson Leão	1949 births, Living people, Brazilian footballers, Brazilian football managers
Nobuhiro Takeda	1967 births, Living people, Footballers from Shizuoka Prefecture, Japan international footballers, J1 League players, Japan Soccer League players, Tokyo Verdy players, Júbilo Iwata players, Kyoto Sanga FC players, JEF United Chiba players, 1992 AFC Asian Cup players, AFC Asian Cup-winning players
Valeri Nepomniachi	1943 births, Living people, Russian footballers
Eddie Thomson	1947 births, 2003 deaths, Scottish footballers, Scottish football managers
Tatsuya Masushima	1985 births, Living people, Footballers from Chiba Prefecture
Jozef Vengloš	1936 births, 2021 deaths, Slovak footballers, Football managers
Adriano Leite Ribeiro	1982 births, Living people, Footballers from Rio de Janeiro
Andrea Pirlo	1979 births, Living people, Italian footballers
Mr Blobby	Television characters
Baduhenna	Germanic mythology
2001 Atlantic hurricane season	2001 Atlantic hurricane season
Methane hydrate	Chemical compounds, Greenhouse gases
Grodno	Cities in Belarus
Suong, Cambodia	Settlements in Cambodia
Grand Olympic Auditorium	Sports buildings in Los Angeles, California, 1925 establishments in the United States, 1920s establishments in California
Hydrography	Branches of geography
Pluviometry	Meteorology
Doctor of Law	Academia
Waldsassen	Towns in Bavaria
Plaintiff	Trials
Defendant	Legal terms
St Peter's College, Auckland	Auckland, Schools in New Zealand, 1939 establishments, 20th-century establishments in New Zealand
Game Boy Player	Nintendo hardware
Tibor Sekelj	1912 births, 1988 deaths, Esperantists, Explorers, Jewish writers, Lawyers, People from Poprad, Slovakian people, Yugoslavian people
Nintendo DSi	Nintendo video game consoles, Handheld video games
Charles IV of Spain	Kings and Queens of Spain, 1748 births, 1819 deaths, Bourbons of Naples and Sicily
Tapestry	Weaving
Critically endangered species	Critically endangered species
Yushi Soda	1978 births, Living people, Footballers from Hokkaidō Prefecture
Koji Morisaki	1981 births, Living people, Footballers from Hiroshima Prefecture, J1 League players, J2 League players, Sanfrecce Hiroshima players, Footballers at the 2004 Summer Olympics
Kazuyuki Morisaki	1981 births, Living people, Footballers from Hiroshima Prefecture
Kota Hattori	1977 births, Living people, Footballers from Chiba Prefecture
Kohei Morita	1976 births, Living people, Footballers from Aichi Prefecture
Kenichi Uemura	1974 births, Living people, Footballers from Kumamoto Prefecture, Japan international footballers, Japanese football managers, J1 League players, J2 League players, Sanfrecce Hiroshima players, Cerezo Osaka players, Tokyo Verdy players, YSCC Yokohama players, Roasso Kumamoto players, 2001 FIFA Confederations Cup players, Footballers at the 1996 Summer Olympics
Dunga	1963 births, Living people, Brazilian footballers, Brazilian football managers
Ri Han-Jae	1982 births, Living people, North Korean footballers
Clarence Seedorf	1976 births, Living people, Dutch footballers, People from Paramaribo
Ryuta Matsushima	1980 births, Living people, Footballers from Ibaraki Prefecture
Stuart Baxter	1953 births, Living people, English footballers, English football managers, People from Wolverhampton, Sportspeople from Staffordshire
Hiroyoshi Kuwabara	1971 births, Living people, Footballers from Hiroshima Prefecture, People from Hiroshima, Giravanz Kitakyushu players
Claudio Ranieri	1951 births, Living people, Italian footballers, Italian football managers, Sportspeople from Rome
Takuya Takagi	1967 births, Living people, Footballers from Nagasaki Prefecture, Japan international footballers, Japanese football managers, J1 League players, J2 League players, Japan Soccer League players, Shonan Bellmare players, Sanfrecce Hiroshima players, Tokyo Verdy players, Hokkaido Consadole Sapporo players, 1988 AFC Asian Cup players, 1992 AFC Asian Cup players, 1996 AFC Asian Cup players, AFC Asian Cup-winning players
