Kristen Dalton (Miss USA)	1986 births, Beauty pageant winners, Actors from North Carolina, Living people
Jollibee	20th century establishments in the Philippines, 1978 establishments in Asia, Fast food, Companies of the Philippines
Le Bersac	Communes in Hautes-Alpes
Savournon	Communes in Hautes-Alpes
Le Saix	Communes in Hautes-Alpes
Saint-Sauveur, Hautes-Alpes	Communes in Hautes-Alpes
Alabama's 5th congressional district	Congressional districts of Alabama
The Red Shoes (1948 movie)	1948 movies, 1940s musical movies, 1940s drama movies, British musical movies, British drama movies, Movies directed by Michael Powell, Movies directed by Emeric Pressburger
Dissociation (psychology)	Psychology
Tennessee's 4th congressional district	Tennessee
Romance on the High Seas	1948 movies, 1940s romance movies, 1940s musical movies, 1940s comedy movies, American musical comedy movies, American romantic comedy movies, Movies directed by Michael Curtiz
Blondie of the Follies	1932 movies, 1930s comedy movies, American comedy movies, Movies directed by Edmund Goulding, MGM movies
Flóahreppur	Municipalities of Iceland
Sabadell	Cities in Catalonia, Municipalities in Catalonia
Tomaszów Mazowiecki	Towns in Poland
Fomalhaut b	Astronomy
The Pirate	1948 movies, 1940s musical movies, American musical movies, Movies based on plays, Movies directed by Vincente Minnelli
The Emperor Waltz	1948 movies, 1940s musical movies, American musical movies, Movies directed by Billy Wilder
Serial rapist	Rapists
Horseshoe Theory	Politics, Philosophical concepts
Haane Manahi	1913 births, 1986 deaths, New Zealand Māori people, Military personnel of World War II
Austrian Canadians	Ethnic groups in Canada
2021 Myanmar coup d'état	2021 in Asia, February 2021 events, Coups d'état, History of Myanmar, March 2021 events, April 2021 events
The Sea Hawk (1940 movie)	1940 movies, 1940s adventure movies, American adventure movies, Warner Bros. movies, Movies directed by Michael Curtiz
National Foundation Day	Holidays, Japanese culture
Arise, My Love	1940 movies, 1940s romance movies, 1940s comedy movies, American romantic comedy movies, Movies directed by Mitchell Leisen
Waterloo Bridge (1940 movie)	1940 movies, 1940s drama movies, American drama movies, Movies based on plays, Movies directed by Mervyn LeRoy
Lincoln Aviator	2000s automobiles, 2020s automobiles, Lincoln automobiles, Sport utility vehicles
Lincoln MKX	2000s automobiles, 2010s automobiles, 2020s automobiles, Lincoln automobiles, Sport utility vehicles
Hit Parade of 1941	1940 movies, 1940s musical movies, 1940s comedy movies, American musical comedy movies, Movies directed by John H. Auer
Myint Swe	1951 births, Living people, Generals, Presidents of Myanmar, Vice presidents
Min Aung Hlaing	1956 births, Living people, Generals, Current national leaders, Dictators, Prime Ministers of Myanmar
Constitutional Tribunal (Poland)	20th century establishments in Poland, 1982 establishments in Europe, Politics of Poland
Robinhood (company)	2010s establishments in California, 2013 establishments in the United States, Finance, Companies based in California, Menlo Park, California
General Secretary of the Communist Party of Vietnam	General Secretaries of the Central Committee of the Communist Party of Vietnam
Firhad Hakim	1959 births, Indian politicians, Living people
Nông Đức Mạnh	1939 births, Living people, Communist politicians, General Secretaries of the Central Committee of the Communist Party of Vietnam
Natalie Palamides	1990 births, American movie actors, American television actors, American voice actors, American video game actors
Hermit	Religious people, People stubs, Religion stubs
Ken Sedd	1946 births, 2021 deaths, English television actors, English comedians, Actors from Middlesex, Stuntmen
Anthony Dawes	1928 births, 2021 deaths, English movie actors, English television actors, English stage actors, Actors from London
Raimo Suikkanen	1942 births, 2021 deaths, Finnish Olympians, Cyclists
Temur Tsiklauri	Georgian singers, 1946 births, 2021 deaths
Sylvanus Blackman	1933 births, 2021 deaths, Weightlifters, English sportspeople, Barbadian sportspeople, Olympians
Rafael Heredia	1937 births, 2021 deaths, Olympians, Basketball players, Sportspeople from Mexico City
Puya Mei Thaba	History
Reinaldo Paniagua Diez	1935 births, 2021 deaths, Puerto Rican people, Lawyers, Civil servants
Allan Burns	1935 births, 2021 deaths, Emmy Award winners, American television producers, American television writers, Screenwriters from Maryland, Writers from Baltimore, Maryland
Rafael Gallardo García	1927 births, 2021 deaths, Roman Catholic priests, Roman Catholic bishops, Mexican people
Marc Wilmore	1963 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, American television writers, American television producers, American television actors, Actors from San Bernardino, California, Writers from California, Comedians from California
Larry Wilmore	1961 births, Living people, American television writers, American television producers, American television actors, Comedians from Los Angeles County, California, Actors from Los Angeles County, California, Writers from Los Angeles County, California
Lauren Southern	1955 births, Living people, YouTubers, Canadian activists, Political activists, Politicians from British Columbia, Canadian entertainers
Douglas Bravo	1932 births, 2021 deaths, Deaths from the COVID-19 pandemic in Venezuela, Venezuelan politicians, Political activists
Medieval Manipur	History of Manipur
Alejandro Gómez (runner)	1967 births, 2021 deaths, Spanish Olympians, Competitors in athletics, Deaths from brain cancer
Justo Tejada	1933 births, 2021 deaths, Spanish footballers, Sportspeople from Barcelona
Abraham J. Twerski	1930 births, 2021 deaths, Deaths from the COVID-19 pandemic in Israel, American rabbis, Israeli rabbis, American psychiatrists, Israeli scientists, Scientists from Milwaukee, Wisconsin
Victor Ziga	1945 births, 2021 deaths, Filipino politicians, Deaths from multiple organ failure
Gordon McVie	1945 births, 2021 deaths, Scientists from London, British academics
John Grant (Scottish footballer)	1931 births, 2021 deaths, Scottish footballers, Sportspeople from Edinburgh
Abdul Hamid Mahmud	Indonesian politicians, 1942 births, 2021 deaths, Deaths from cardiovascular disease
Miroslav Tuđman	1946 births, 2021 deaths, Croatian scientists, Croatian politicians, Deaths from the COVID-19 pandemic in Croatia
Ryszard Szurkowski	1946 births, 2021 deaths, Polish Olympic medalists, Olympic silver medalists, Polish sportspeople, Cyclists, Deaths from lung cancer, Deaths from pneumonia
Sinitic languages	Chinese language, Languages of China
Simeon Nyachae	1932 births, 2021 deaths, Kenyan people, African businesspeople, African politicians
Sykkuno	1992 births, Living people, American YouTubers, Entertainers from California, Entertainers from Nevada, People from Las Vegas, Nevada, Twitch (service) streamers
Disguised Toast	1991 births, Living people, YouTubers, Taiwanese entertainers, Canadian entertainers, Twitch (service) streamers
San Gabriel, California	Cities in California, Settlements in Los Angeles County, California
Sylvirana roberti	Animals of Asia, Frogs
Danish Canadians	Ethnic groups in Canada
Scottish Canadians	Ethnic groups in Canada
Scotch-Irish Canadians	Ethnic groups in Canada
Moldovan Canadians	Ethnic groups in Canada
List of off-season Atlantic hurricanes	Hurricanes
Russian Canadians	Ethnic groups in Canada
Katie Griffiths	1989 births, Living people, English child actors, English television actors, Actors from Yorkshire
Belarusian Canadians	Ethnic groups in Canada
Romanian Canadians	Ethnic groups in Canada
Abdul-Karim al-Karmi	1909 births, 1980 deaths, People from Tulkarm, Poets, Disease-related deaths in Washington, D.C.
Hungarian Canadians	Ethnic groups in Canada
Jonas Gricius	1928 births, 2021 deaths, Lithuanian people, Cinematographers
La Piarre	Communes in Hautes-Alpes
Peter Hindley	1944 births, 2021 deaths, Deaths from dementia, English footballers, Sportspeople from Nottinghamshire
Ðuro Savinović	1950 births, 2021 deaths, Croatian sportspeople, Olympians, Water polo players
Brittany Allen	1986 births, Living people, Emmy Award winning actors, Canadian movie actors, Canadian television actors, Canadian composers, Canadian television producers, Actors from Toronto
Gary Ackerman	1942 births, Living people, United States representatives from New York, Politicians from Brooklyn, US Democratic Party politicians
Viktor Koval	1947 births, 2021 deaths, Deaths from the COVID-19 pandemic in Russia, Russian poets, Russian artists, Russian movie actors, Russian voice actors, Russian singers, Actors from Moscow, Child actors
Milvian bridge	Bridges, Buildings and structures in Rome, Transport in Italy
Tony Christie	1943 births, Living people, English pop musicians, English singer-songwriters, English pop singers, English rock singers, English rock musicians, Actors from Yorkshire, Musicians from Yorkshire, Writers from Yorkshire
Hank Marvin	1941 births, Living people, English rock guitarists, English rock singers, English pianists, English singer-songwriters, People from Tyne and Wear
Patricia Greene	1931 births, Living people, English movie actors, English television actors, English radio actors, Actors from Derbyshire
Lesley Saweard	1934 births, Living people, British movie actors, British television actors, British radio actors, Actors from Lincolnshire
Johnny Briggs (actor)	1935 births, 2021 deaths, English movie actors, English television actors, English stage actors, Actors from London
Amanda Barrie	1935 births, Living people, English movie actors, English television actors, English stage actors, English LGBT people, LGBT actors, Bisexual people, Actors from Lancashire
Bill Hayes (actor)	1925 births, Living people, American movie actors, American television actors, American stage actors, Actors from Illinois, Singers from Illinois, American radio actors
Nanette Newman	1934 births, Living people, English movie actors, English television actors, English voice actors, English stage actors, English writers, People from Northampton
Samantha Smith	1972 births, 1985 deaths, American child actors, American political activists, Actors from Maine, Writers from Maine, Aviation deaths in the United States
Win Min Than	1933 births, Living people, Burmese people, Australian movie actors, Naturalised citizens of Australia
Morton Ira Greenberg	1933 births, 2021 deaths, American lawyers, American judges, Politicians from Philadelphia, Pennsylvania, US Republican Party politicians
Tony Momoh	1939 births, 2021 deaths, Nigerian politicians, Nigerian writers, Journalists
Jamie Tarses	1964 births, 2021 deaths, Deaths from cardiac arrest, Deaths from stroke, American television producers, Businesspeople from Pittsburgh, Pennsylvania
My Boys	2006 American television series debuts, 2010 American television series endings, Television series set in Chicago, Illinois, 2000s American sitcoms, 2010s American sitcoms
Fine-tuned universe	Cosmology, Intelligent design
Nine Inch Nails live performances	Nine Inch Nails, Concert tours
Data Deficient	Taxonomy, Conservation
Strike Up the Band (movie)	1940 movies, 1940s musical movies, American musical movies, MGM movies, Movies directed by Busby Berkeley
Blue Skies (movie)	1946 movies, 1940s musical movies, American musical movies, Movies directed by Stuart Heisler, Movies directed by Mark Sandrich
Shakti	Hinduism, Energy
G Men	1935 movies, 1930s crime movies, American crime drama movies, Warner Bros. movies, Movies directed by William Keighley
Peter T. Fay	1929 births, 2021 deaths, American judges, American lawyers, Politicians from New York, Politicians from Florida, US Republican Party politicians, People from Rochester, New York
Andrew Brooks	1969 births, 2021 deaths, Deaths from myocardial infarction, Researchers, American academics, Immunologists, Businesspeople from New York City, Scientists from New York City
